"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","WAB_20min_10mon","WAB_30min_10mon","carotenoidtotal","betacarotenoid_nirs","branch_number","DM_gravity","DM_nirs","height_1st_branch","yield_ha","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha","root_weight_plot","vigor1_5","lodging1_3","root_number_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","root_skin_color1_3","root_constriction1_3","root_type1_5","flesh_color_25center1_8","flesh_color_25outer1_8","flesh_color_50inner1_8","root_length1_3","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8"
2022,"202241BCEPR_stom","202241BCEPR_stom",3.2,4,"2022-August-05","2023-April-28","Santo Tomas. Atlantico, Colombia","Caiseli,Caiselli,CAISELLI","202241BCEPR_stom_rep2_SMB2446-2_37",2,37,5,5,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,0,34.1076135351736,NA,150,11.71875,6,100,11.71875,3.99698596115316,9,4,1,14,10,10,2,150,30,6,3,1,2,1,NA,NA,3,5000,508,1,10,1,3,1,NA
2022,"202241BCEPR_stom","202241BCEPR_stom",3.2,4,"2022-August-05","2023-April-28","Santo Tomas. Atlantico, Colombia","Tai8","202241BCEPR_stom_rep2_TAI8_21",2,21,1,5,"check"," (Operator: lizbethpino, Time: )","TAI8_is_TAI","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,0,30.2199016393442,NA,170,11.71875,6,100,11.71875,3.54139472336065,9,4,1,16,10,10,2,170,30,6,1,1,1,4,NA,NA,3,4980,405,1,10,1,2,1,NA
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_CG1141-1_16",1,16,4,1,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,35.5508225616921,NA,170,38.9880952380952,6,90,38.9880952380952,13.8605885582788,19.65,5,1,29,NA,10,3,NA,NA,5,1,NA,1,NA,NA,NA,NA,4775,520,0,9,NA,NA,1,1
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_CM4919-1_2",1,2,1,2,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,34.2756450351837,NA,230,19.2460317460317,6,100,19.2460317460317,6.59670152462861,9.7,4,1,14,NA,10,2,NA,NA,6,3,NA,3,NA,NA,NA,NA,4275,438,0,10,NA,NA,1,4
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_COL2215_4",1,4,1,4,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,34.8050446998723,NA,100,28.2738095238095,6,100,28.2738095238095,9.84071204311865,14.25,5,1,14,NA,10,2,NA,NA,6,3,NA,1,NA,NA,NA,NA,3500,368,2,10,NA,NA,1,1
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_COL2215_7",1,7,2,2,"check","CBB 3marchitez (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,35.8943238213399,NA,270,23.2142857142857,6,90,23.2142857142857,8.33261088709676,11.7,4,1,9,NA,10,NA,NA,NA,6,3,NA,2,NA,NA,NA,NA,3625,401,0,9,NA,NA,1,1
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_GM11585-9_20",1,20,5,4,"test"," (Operator: lizbethpino, Time: )","GM11585-9","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,26.5109467455621,NA,320,20.0396825396825,6,90,20.0396825396825,5.31270956607494,10.1,5,2,14,NA,10,2,NA,NA,5,3,NA,2,NA,NA,NA,NA,3600,220,0,9,NA,NA,1,8
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_GM11598A-7_19",1,19,5,3,"test"," (Operator: lizbethpino, Time: )","GM11598A-7","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,25.1681132075472,NA,190,6.74603174603175,6,60,6.74603174603174,1.69784890685834,3.4,5,2,1,NA,10,2,NA,NA,3,3,NA,3,NA,NA,NA,NA,2800,150,0,6,NA,NA,1,8
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_GM11601-5_10",1,10,3,2,"test"," (Operator: lizbethpino, Time: )","GM11601-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,35.4468172173385,NA,130,27.5793650793651,6,60,27.5793650793651,9.77600712938502,13.9,5,1,16,NA,10,2,NA,NA,4,3,NA,2,NA,NA,NA,NA,3700,401,0,6,NA,NA,1,4
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_GM11607-3_15",1,15,4,2,"test"," (Operator: lizbethpino, Time: )","GM11607-3","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,32.0795323830958,NA,90,32.3412698412698,6,80,32.3412698412698,10.3749281318346,16.3,5,2,19,NA,10,3,NA,NA,5,3,NA,2,NA,NA,NA,NA,4400,401,0,8,NA,NA,1,7
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_GM11775-6_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","GM11775-6","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,26.2122563496751,NA,130,13.8888888888889,6,80,13.8888888888889,3.6405911596771,7,4,2,10,NA,10,2,NA,NA,5,3,NA,3,NA,NA,NA,NA,3600,214,0,8,NA,NA,1,6
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_GM11781-1_6",1,6,2,3,"test"," (Operator: lizbethpino, Time: )","GM11781-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,30.4055115273775,NA,340,15.4761904761905,6,80,15.4761904761905,4.70561487923699,7.8,4,2,12,NA,10,3,NA,NA,4,3,NA,2,NA,NA,NA,NA,3025,249,1,8,NA,NA,1,5
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_GM11801-1_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","GM11801-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,26.4273351648351,NA,100,17.0634920634921,6,90,17.0634920634921,4.50942623844408,8.6,4,1,16,NA,10,3,NA,NA,5,3,NA,2,NA,NA,NA,NA,3875,235,0,9,NA,NA,1,6
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_GM3426-5_13",1,13,4,4,"check"," (Operator: lizbethpino, Time: )","GM3426-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,30.9226130653266,NA,340,4.56349206349206,6,30,4.56349206349206,1.41115099306054,2.3,5,1,3,NA,10,1,NA,NA,1,3,NA,3,NA,NA,NA,NA,2175,185,0,3,NA,NA,1,6
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_SM5495-11_5",1,5,2,4,"test"," (Operator: lizbethpino, Time: )","SM5495-11","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,27.1184482123111,NA,140,10.1190476190476,6,60,10.1190476190476,2.74412868815053,5.1,3,1,5,NA,10,1,NA,NA,4,3,NA,3,NA,NA,NA,NA,2900,187,0,6,NA,NA,1,8
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_SM5548-1_12",1,12,3,4,"test"," (Operator: lizbethpino, Time: )","SM5548-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,31.3698838896952,NA,110,25.9920634920635,6,70,25.9920634920635,8.15368013799617,13.1,5,2,20,NA,10,3,NA,NA,4,3,NA,2,NA,NA,NA,NA,3775,330,1,7,NA,NA,1,4
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_SM5564-6_18",1,18,5,2,"test"," (Operator: lizbethpino, Time: )","SM5564-6","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,27.9510819165378,NA,290,16.0714285714286,6,100,16.0714285714286,4.49213816515786,8.1,5,3,15,NA,10,3,NA,NA,6,3,NA,2,NA,NA,NA,NA,3475,240,0,10,NA,NA,1,7
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_SM5564-8_9",1,9,3,1,"test"," (Operator: lizbethpino, Time: )","SM5564-8","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,33.3871277299801,NA,90,9.72222222222222,6,60,9.72222222222222,3.24597075152584,4.9,4,2,4,NA,10,3,NA,NA,4,3,NA,3,NA,NA,NA,NA,3350,328,0,6,NA,NA,1,7
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_SM5566-4_8",1,8,2,1,"test"," (Operator: lizbethpino, Time: )","SM5566-4","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,29.9258666666666,NA,130,11.1111111111111,6,50,11.1111111111111,3.32509629629629,5.6,5,1,10,NA,10,2,NA,NA,2,3,NA,2,NA,NA,NA,NA,4075,325,0,5,NA,NA,1,6
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep1_SM5628-5_11",1,11,3,3,"test"," (Operator: lizbethpino, Time: )","SM5628-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,28.522596630327,NA,150,4.46428571428571,6,90,4.46428571428571,1.27333020671103,2.25,3,1,0,NA,10,2,NA,NA,3,3,NA,4,NA,NA,NA,NA,2175,157,0,9,NA,NA,1,8
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202240BCEPR_cere_rep1_SMB2446-2_17",1,17,5,1,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,36.5565205913411,NA,240,34.6825396825397,6,80,34.6825396825397,12.6787297606477,17.48,4,1,21,NA,10,2,NA,NA,4,3,NA,1,NA,NA,NA,NA,4275,487,0,8,NA,NA,1,1
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia","Tai8","202240BCEPR_cere_rep1_TAI8_14",1,14,4,3,"check"," (Operator: lizbethpino, Time: )","TAI8_is_TAI","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,35.5937080024435,NA,210,30.0595238095238,6,100,30.0595238095238,10.6992991316869,15.15,4,1,23,NA,10,2,NA,NA,6,1,NA,1,NA,NA,NA,NA,3675,401,1,10,NA,NA,1,1
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_CG1141-1_31",2,31,3,7,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,30.1399755501222,NA,80,4.96031746031746,6,70,4.96031746031746,1.49503846974812,2.5,4,3,2,NA,10,3,NA,NA,4,3,NA,3,NA,NA,NA,NA,2225,180,2,7,NA,NA,2,1
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_CM4919-1_29",2,29,3,5,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,36.7459974176888,NA,290,31.5476190476191,6,100,31.547619047619,11.5924872805804,15.9,5,1,19,NA,10,NA,NA,NA,6,3,NA,2,NA,NA,NA,NA,3500,402,2,10,NA,NA,1,3
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_COL2215_34",2,34,4,7,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,36.4387218045113,NA,130,21.2301587301587,6,100,21.2301587301587,7.73599847833871,10.7,5,1,14,NA,10,2,NA,NA,5,3,NA,2,NA,NA,NA,NA,3600,408,1,10,NA,NA,1,1
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_COL2215_35",2,35,4,6,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,38.1321631878558,NA,100,29.0674603174603,6,100,29.0674603174603,11.0840514028192,14.65,5,1,19,NA,10,2,NA,NA,6,3,NA,2,NA,NA,NA,NA,3000,365,1,10,NA,NA,1,1
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_GM11585-9_22",2,22,1,6,"test"," (Operator: lizbethpino, Time: )","GM11585-9","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,27.7388741721854,NA,170,19.8412698412698,6,100,19.8412698412698,5.50374487543361,10,5,2,8,NA,10,2,NA,NA,6,3,NA,3,NA,NA,NA,NA,4050,275,0,10,NA,NA,1,7
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_GM11598A-7_26",2,26,2,7,"test"," (Operator: lizbethpino, Time: )","GM11598A-7","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,24.8828322017459,NA,240,8.33333333333333,6,90,8.33333333333333,2.07356935014549,4.2,5,3,2,NA,10,4,NA,NA,5,3,NA,3,NA,NA,NA,NA,2175,113,14,9,NA,NA,1,8
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_GM11601-5_38",2,38,5,6,"test"," (Operator: lizbethpino, Time: )","GM11601-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,31.0683714865256,NA,120,42.4603174603175,6,100,42.4603174603175,13.1917291629295,21.4,5,2,37,NA,10,2,NA,NA,6,2,NA,1,NA,NA,NA,NA,3775,324,1,10,NA,NA,1,4
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_GM11607-3_39",2,39,5,7,"test"," (Operator: lizbethpino, Time: )","GM11607-3","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,28.7703174603174,NA,110,34.6230158730159,6,100,34.6230158730159,9.96115158100275,17.45,5,2,20,NA,10,2,NA,NA,6,3,NA,1,NA,NA,NA,NA,3808,280,3,10,NA,NA,1,5
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_GM11775-6_36",2,36,4,5,"test"," (Operator: lizbethpino, Time: )","GM11775-6","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,31.5814940303324,NA,300,13.0952380952381,6,50,13.0952380952381,4.13567183730543,6.6,2,1,13,NA,10,2,NA,NA,4,3,NA,2,NA,NA,NA,NA,3400,301,1,5,NA,NA,1,6
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_GM11781-1_28",2,28,2,5,"test","CBB 3marchitez (Operator: lizbethpino, Time: )","GM11781-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,30.7090409858023,NA,400,20.4365079365079,6,90,20.4365079365079,6.27585559828896,10.3,5,2,22,NA,10,2,NA,NA,5,3,NA,1,NA,NA,NA,NA,4075,342,0,9,NA,NA,1,6
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_GM11801-1_24",2,24,1,8,"test"," (Operator: lizbethpino, Time: )","GM11801-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,28.4259216589862,NA,120,22.1230158730159,6,100,22.1230158730159,6.28867116066857,11.15,5,2,10,NA,10,2,NA,NA,6,3,NA,2,NA,NA,NA,NA,4675,335,3,10,NA,NA,1,6
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_GM3426-5_25",2,25,2,8,"check"," (Operator: lizbethpino, Time: )","GM3426-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_SM5495-11_37",2,37,5,5,"test"," (Operator: lizbethpino, Time: )","SM5495-11","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,26.4203225806451,NA,170,12.6984126984127,6,80,12.6984126984127,3.35496159754223,6.4,5,1,5,NA,10,2,NA,NA,4,3,NA,3,NA,NA,NA,NA,3300,200,0,8,NA,NA,1,8
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_SM5548-1_32",2,32,3,8,"test"," (Operator: lizbethpino, Time: )","SM5548-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,27.9522305705565,NA,105,25.9523809523809,6,50,25.9523809523809,7.25426936235871,13.08,5,2,18,NA,10,3,NA,NA,3,3,NA,1,NA,NA,NA,NA,4575,316,0,5,NA,NA,1,6
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_SM5564-6_33",2,33,4,8,"test"," (Operator: lizbethpino, Time: )","SM5564-6","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,26.4824543610547,NA,340,16.0714285714286,6,70,16.0714285714286,4.25610873659808,8.1,5,2,9,NA,10,3,NA,NA,5,3,NA,2,NA,NA,NA,NA,2625,160,1,7,NA,NA,1,6
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_SM5564-8_23",2,23,1,7,"test"," (Operator: lizbethpino, Time: )","SM5564-8","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,29.9717391304347,NA,130,3.17460317460317,6,70,3.17460317460317,0.951483781918562,1.6,4,1,1,NA,10,1,NA,NA,3,3,NA,3,NA,NA,NA,NA,1325,106,0,7,NA,NA,1,8
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_SM5566-4_40",2,40,5,8,"test"," (Operator: lizbethpino, Time: )","SM5566-4","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,18.8276705720193,NA,150,3.07539682539683,6,50,3.07539682539682,0.579025583068054,1.55,5,3,0,NA,10,3,NA,NA,1,2,NA,4,NA,NA,NA,NA,1475,24,0,5,NA,NA,1,5
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia",NA,"202240BCEPR_cere_rep2_SM5628-5_27",2,27,2,6,"test"," (Operator: lizbethpino, Time: )","SM5628-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,27.3581491712707,NA,130,7.53968253968254,6,90,7.53968253968254,2.0627175962466,3.8,4,3,2,NA,10,3,NA,NA,4,3,NA,3,NA,NA,NA,NA,3100,204,0,9,NA,NA,1,8
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202240BCEPR_cere_rep2_SMB2446-2_30",2,30,3,6,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,37.6010031678986,NA,240,32.5396825396825,6,100,32.5396825396825,12.2352470625702,16.4,4,1,29,NA,10,2,NA,NA,6,3,NA,3,NA,NA,NA,NA,4300,512,0,10,NA,NA,1,1
2022,"202240BCEPR_cere","202240BCEPR_cere",2.4,3.5,"2022-June-24","2023-May-10","Cerete. Cordoba, Colombia","Tai8","202240BCEPR_cere_rep2_TAI8_21",2,21,1,5,"check"," (Operator: lizbethpino, Time: )","TAI8_is_TAI","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,NA,32.2903317781234,NA,220,26.4880952380952,6,100,26.4880952380952,8.55309383408626,13.35,5,1,22,NA,10,2,NA,NA,6,1,NA,2,NA,NA,NA,NA,4250,392,0,10,NA,NA,1,2
